CustomerID,Gender,Age,Salary,Tenure,Balance,Products,CreditScore,Active,Churn
1270,Female,28,27833,3,57055,1,764,1,0
1271,Female,63,67013,1,64366,3,832,1,1
1272,Female,47,83620,2,10931,1,436,1,0
1273,Male,57,35754,0,7702,1,662,0,0
1274,Male,35,98113,0,84834,3,515,0,1
1275,Male,68,55282,6,21540,4,667,1,0
1276,Female,65,56737,4,57450,2,416,1,1
1277,Male,19,44124,2,97576,3,478,1,0
1278,Male,49,90102,6,65252,2,545,1,0
1279,Male,25,22196,1,46904,2,427,1,1
1280,Female,39,81527,2,52320,3,657,0,1
1281,Female,23,31345,0,31000,1,377,1,0
1282,Male,29,54077,7,95341,2,592,1,0
1283,Male,64,86400,1,2599,1,381,0,1
1284,Male,57,32055,6,87636,4,641,0,0
1285,Male,53,64484,8,96045,3,637,1,0
1286,Female,32,97514,5,84719,2,395,1,0
1287,Female,45,55771,1,56165,1,444,1,0
1288,Female,69,77654,1,58855,2,820,0,1
1289,Female,66,66540,8,18,4,696,1,0
1290,Male,62,49377,9,858,4,656,1,1
1291,Male,35,69573,7,25992,2,485,0,1
1292,Male,19,62733,8,32580,3,842,0,0
1293,Female,30,31760,3,70916,4,450,0,1
1294,Male,62,45762,3,35800,1,618,0,0
1295,Female,32,70986,1,58770,4,358,1,0
1296,Female,37,54332,9,54941,1,309,0,1
1297,Male,46,60100,0,84451,2,423,0,1
1298,Male,59,24944,9,37487,1,655,0,1
1299,Male,46,68825,3,12943,2,645,1,0
1300,Female,20,33877,9,61457,4,536,0,0
1301,Male,36,49990,9,18836,3,632,1,0
1302,Female,20,75283,7,11394,4,316,0,1
1303,Male,31,23258,1,72158,4,723,1,1
1304,Female,57,51629,7,25280,4,623,1,1
1305,Female,21,57579,0,77318,4,322,1,1
1306,Male,69,42958,0,1159,3,758,0,1
1307,Female,28,59465,3,70162,4,759,1,0
1308,Female,48,35775,6,23440,1,820,0,0
1309,Male,60,96575,8,77166,3,720,0,1
1310,Female,49,54207,4,52712,3,702,1,1
1311,Male,44,42553,1,47656,1,630,0,1
1312,Female,47,73632,6,6589,2,756,1,1
1313,Male,60,20055,1,48241,4,782,0,0
1314,Male,19,52873,8,23233,3,797,1,1
1315,Female,66,86205,8,35011,4,326,0,1
1316,Female,26,98199,2,8177,4,696,1,1
1317,Female,45,45318,7,34528,1,487,0,0
1318,Female,48,53734,3,61351,1,439,0,0
1319,Female,51,38522,2,91908,1,820,1,1
1320,Male,32,31656,0,56831,4,391,0,0
1321,Female,65,35893,4,51827,3,376,0,1
1322,Male,42,36493,3,23508,3,543,1,1
1323,Male,53,23632,0,54933,2,387,1,1
1324,Female,25,81779,9,80501,4,593,1,0
1325,Male,26,58452,7,68772,2,394,1,1
1326,Male,54,33266,7,15611,2,552,1,1
1327,Male,65,81607,7,22282,2,698,0,0
1328,Male,62,36940,2,41003,2,353,1,0
1329,Female,56,44003,5,81365,2,542,0,1
1330,Male,49,54815,6,74216,4,409,0,1
1331,Female,69,50869,8,11340,1,520,0,0
1332,Female,34,69297,4,96629,2,461,0,0
1333,Male,52,80107,8,86643,3,334,0,0
1334,Female,54,36682,5,74684,4,336,1,1
1335,Female,36,39622,9,83035,2,669,1,1
1336,Female,61,50408,9,18165,3,476,1,0
1337,Male,46,28837,9,90762,2,820,1,0
1338,Female,24,84210,3,18260,1,574,1,1
1339,Female,45,35407,0,54515,4,404,1,0
1340,Female,26,49309,0,90452,1,455,0,1
1341,Male,45,91918,9,30480,3,635,1,1
1342,Female,23,38895,4,52527,2,325,1,1
1343,Male,46,20370,2,59789,1,595,1,0
1344,Male,34,20486,4,51902,1,836,1,1
1345,Male,33,43762,4,32191,2,654,1,0
1346,Male,40,46613,0,59488,4,368,0,0
1347,Male,48,23196,7,75082,3,626,0,0
1348,Male,20,96349,4,36044,4,450,0,0
1349,Female,38,84839,4,49600,3,619,1,1
1350,Male,43,61916,8,87457,3,751,1,1
1351,Female,53,28572,7,48776,1,411,1,1
1352,Female,59,48225,0,12836,2,761,0,0
1353,Male,54,65853,2,74525,4,661,0,1
1354,Female,39,69390,6,52648,1,502,1,1
1355,Female,59,52275,0,13740,1,786,1,1
1356,Female,29,92379,0,95716,1,779,0,1
1357,Female,59,21105,4,13102,4,303,0,0
1358,Male,30,79896,8,80893,1,428,0,0
1359,Female,28,63209,5,51334,2,325,1,1
1360,Male,33,62487,9,30255,1,326,0,0
1361,Female,25,38051,1,25221,1,341,1,0
1362,Female,57,97400,8,63265,3,363,1,0
1363,Male,57,86961,5,719,1,324,1,1
1364,Female,62,80156,4,83442,4,371,0,1
1365,Female,19,77175,4,23140,4,781,0,0
1366,Female,47,26849,2,55779,2,567,0,0
1367,Male,47,38976,5,1069,4,394,0,0
1368,Female,29,76866,3,54714,4,694,1,0
1369,Male,27,67078,9,73285,1,663,1,1
1370,Female,61,51113,1,12935,2,614,1,0
1371,Male,28,35401,2,44035,4,416,1,1
1372,Male,32,32884,8,96256,2,463,0,0
1373,Female,33,57563,8,27937,2,605,1,1
1374,Female,34,54414,5,18540,3,499,0,0
1375,Male,43,36142,9,73480,3,479,1,1
1376,Male,19,91492,9,48702,1,657,0,1
1377,Female,67,99464,8,78283,4,551,1,0
1378,Male,29,95257,3,76041,1,598,1,0
1379,Female,68,96693,4,77233,1,729,0,1
1380,Female,43,55135,9,36907,2,303,1,1
1381,Female,40,92232,5,15221,2,553,0,0
1382,Female,35,47862,8,54781,2,395,1,0
1383,Male,49,25190,4,7087,1,466,0,0
1384,Female,66,90199,7,86998,4,630,0,0
1385,Male,55,24331,0,22789,1,361,0,1
1386,Female,64,72186,4,56023,1,473,0,1
1387,Male,20,64648,9,33400,1,552,1,1
1388,Female,55,48549,0,2199,3,760,0,0
1389,Male,20,45761,9,47316,3,514,0,0
1390,Male,47,23262,5,87273,4,538,0,0
1391,Female,18,71259,6,52062,3,714,0,1
1392,Female,47,92572,4,71609,1,425,1,0
1393,Female,62,73472,0,16744,3,552,0,1
1394,Female,49,24677,5,76095,3,496,1,0
1395,Male,45,93508,9,55517,1,712,1,1
1396,Female,38,70617,4,98231,4,755,0,1
1397,Male,63,38595,5,48865,3,353,0,1
1398,Male,30,80148,9,73937,1,638,0,0
1399,Female,44,66926,6,77195,1,658,0,0
1400,Male,53,95271,6,13894,1,450,1,0
1401,Male,24,54457,1,29160,2,399,1,0
1402,Male,39,62531,2,53095,1,533,0,1
1403,Male,27,93263,5,29272,3,843,0,1
1404,Female,56,93300,2,54021,3,361,1,0
1405,Female,32,83171,1,90048,1,495,1,0
1406,Female,32,65771,3,33645,2,841,0,0
1407,Female,21,86354,4,21179,2,405,0,0
1408,Male,49,57289,9,10691,2,594,0,1
1409,Male,40,53892,8,81646,3,750,0,0
1410,Female,23,91196,2,45311,2,833,0,1
1411,Female,41,58409,2,95381,4,455,0,1
1412,Female,37,54470,5,39038,4,705,1,1
1413,Male,54,38385,4,24967,2,674,1,0
1414,Female,37,43296,5,28478,4,754,1,0
1415,Female,29,81716,6,55775,1,501,1,0
1416,Female,50,46382,2,70624,2,751,0,0
1417,Male,45,96675,4,40332,2,486,0,1
1418,Male,25,42419,7,7066,2,667,1,0
1419,Male,18,59291,3,39313,1,639,0,1
1420,Male,54,32397,9,67857,1,561,0,0
1421,Male,39,77888,1,45900,2,842,0,1
1422,Male,23,55169,3,90069,3,605,1,1
1423,Male,38,82182,1,90045,3,464,1,1
1424,Male,49,62249,2,41098,4,387,1,0
1425,Female,52,48341,3,8294,1,499,1,1
1426,Female,32,95603,3,62580,4,570,1,1
1427,Male,22,66144,9,38101,4,350,1,0
1428,Male,63,81772,8,25059,2,788,1,1
1429,Female,67,99360,9,96784,3,497,0,0
1430,Male,65,33444,5,40626,4,322,1,0
1431,Male,23,65647,8,20703,2,522,0,1
1432,Male,42,30974,3,61417,1,520,0,1
1433,Female,63,58383,8,59228,4,565,1,0
1434,Female,57,22956,8,3205,3,372,0,1
1435,Female,46,28077,5,34929,1,376,0,0
1436,Female,24,56490,4,83384,2,843,1,0
1437,Female,57,75612,2,33411,1,734,0,1
1438,Male,30,56159,4,80522,4,364,1,0
1439,Female,55,59710,2,11628,1,656,0,1
1440,Male,35,33806,4,70089,1,317,0,1
1441,Male,19,98345,4,6518,1,735,0,0
1442,Female,25,26458,1,38491,3,740,0,1
1443,Female,28,55524,8,7946,4,308,1,1
1444,Male,50,26853,6,610,2,769,1,1
1445,Male,55,60477,5,69838,3,647,1,1
1446,Male,65,52222,4,34311,4,671,0,1
1447,Female,44,38320,3,99770,2,474,0,1
1448,Female,37,72243,7,41876,2,814,0,0
1449,Female,29,65615,1,80192,2,429,0,1
1450,Female,60,37352,7,50333,4,592,1,0
1451,Female,48,92833,0,51298,2,652,0,0
1452,Male,44,23203,9,84192,2,523,1,1
1453,Female,49,59267,0,41811,3,823,0,1
1454,Male,27,57941,2,70072,2,808,0,0
1455,Male,20,45368,4,42974,1,667,1,0
1456,Male,62,97186,5,19856,3,799,1,1
1457,Female,44,50984,3,44830,3,389,1,0
1458,Female,52,61941,6,81983,4,371,1,0
1459,Female,48,92918,6,45823,2,732,0,1
1460,Male,32,72683,1,98863,1,647,1,0
1461,Male,33,20801,1,74397,1,562,1,0
1462,Male,30,67965,1,85814,2,570,0,1
1463,Male,66,29969,1,67078,2,808,0,1
1464,Male,52,55969,8,67951,4,807,0,1
1465,Male,69,52449,4,12905,1,719,0,1
1466,Female,28,45705,7,21601,3,371,1,0
1467,Female,38,80303,4,87099,4,373,1,0
1468,Female,68,48363,4,40955,4,802,0,0
1469,Female,28,50720,0,72179,3,445,1,0
1470,Male,47,29972,5,48435,4,345,1,0
1471,Male,65,53351,3,24044,2,404,0,1
1472,Female,52,56145,2,11246,3,408,1,0
1473,Male,39,76235,5,2458,3,616,1,0
1474,Female,55,34855,1,58507,1,420,0,1
1475,Female,48,56169,7,6028,3,798,1,0
1476,Female,31,66404,0,51901,4,342,1,0
1477,Male,41,39569,8,6306,1,398,0,1
1478,Female,67,74437,7,27678,4,610,1,1
1479,Female,66,68506,0,90444,2,513,0,0
1480,Female,49,45738,9,12363,2,762,0,1
1481,Male,53,26772,8,14066,1,722,0,0
1482,Male,49,39731,1,63804,1,688,0,0
1483,Female,32,30131,2,48544,4,411,0,1
1484,Male,60,86324,1,98247,2,571,0,0
1485,Male,52,74097,7,189,1,401,1,1
1486,Male,20,22889,1,11752,2,509,0,1
1487,Male,33,29569,9,7482,2,321,1,0
1488,Male,22,95677,1,16679,2,458,0,0
1489,Male,38,97470,0,90088,4,642,0,1
1490,Male,27,27612,6,799,4,699,0,1
1491,Male,36,71644,1,90917,2,753,1,1
1492,Male,42,52069,9,9934,2,442,1,1
1493,Male,21,47331,4,57558,2,696,0,0
1494,Female,46,75897,4,59223,3,835,1,1
1495,Female,36,33934,2,84620,3,440,0,0
1496,Male,60,30095,2,41556,4,539,0,1
1497,Female,19,38706,2,9909,2,591,1,1
1498,Female,27,63516,5,91467,3,381,0,0
1499,Male,60,54629,3,91404,1,470,0,0
1500,Male,42,66910,2,43558,1,825,1,1
1501,Male,37,40431,1,79382,2,841,0,0
1502,Female,65,76733,2,87793,3,409,0,0
1503,Female,36,60088,3,28013,1,511,1,0
1504,Male,40,64135,5,22875,4,737,1,0
1505,Male,41,58015,3,90253,1,621,0,1
1506,Male,28,51385,7,11408,4,383,0,0
1507,Female,63,90199,2,35607,1,675,1,1
1508,Female,51,58677,2,61684,1,352,1,1
1509,Female,45,32818,2,36281,3,795,0,1
1510,Female,22,83001,7,27326,1,555,1,1
1511,Male,22,43977,3,13601,1,519,1,0
1512,Male,68,69832,0,1135,4,399,1,1
1513,Male,38,60931,1,22741,4,428,0,1
1514,Male,29,98894,9,11913,1,518,0,0
1515,Female,67,92204,1,10101,2,776,0,0
1516,Female,21,65784,2,18631,1,757,0,0
1517,Male,66,29921,5,72084,1,321,0,1
1518,Male,59,54959,7,36870,3,628,1,0
1519,Female,37,52328,0,48985,1,779,1,1
1520,Male,55,28859,8,27215,1,638,1,1
1521,Female,42,94408,0,62110,4,478,0,1
1522,Male,31,46708,9,19215,4,720,0,0
1523,Male,28,38847,1,91118,4,781,1,1
1524,Male,49,75989,2,14024,4,348,1,1
1525,Male,28,24922,6,76949,1,329,1,0
1526,Male,35,89928,8,81855,2,384,1,1
1527,Male,44,72335,2,84982,3,801,0,0
1528,Male,35,33541,7,45483,3,845,0,0
1529,Female,40,39551,8,97572,2,628,1,0
1530,Female,28,39381,9,78157,2,733,0,0
1531,Female,38,75673,6,10511,3,548,0,0
1532,Female,61,42948,3,19923,1,433,0,0
1533,Female,22,79072,3,10558,3,664,0,1
1534,Male,40,87560,3,97771,2,724,1,0
1535,Male,58,22486,5,526,1,714,1,1
1536,Female,42,86691,3,1753,3,811,0,1
1537,Male,58,30082,4,26248,1,684,1,1
1538,Female,27,27086,8,14656,1,687,0,1
1539,Female,39,87853,6,23266,2,748,1,0
1540,Male,36,90027,7,64555,4,602,1,1
1541,Male,18,35916,4,62995,3,398,1,0
1542,Male,24,35248,4,75756,2,605,1,1
1543,Female,21,88047,6,83574,3,341,1,0
1544,Male,18,44226,7,78277,4,767,1,0
1545,Female,32,45025,8,70377,4,739,1,1
1546,Female,57,68380,1,96111,4,626,0,0
1547,Female,29,27848,2,65402,4,332,1,0
1548,Male,39,34274,1,54176,3,711,0,0
1549,Male,39,74545,9,41733,1,413,1,0
1550,Female,67,55233,6,14418,1,807,1,1
1551,Male,64,36304,1,37185,4,355,1,1
1552,Male,34,31294,1,41745,4,651,0,1
1553,Male,46,46425,1,93417,1,628,0,1
1554,Female,63,88711,3,53787,2,845,0,0
1555,Female,31,29425,0,80123,4,569,0,1
1556,Male,67,64990,1,52035,1,495,0,1
1557,Female,37,93746,2,87804,2,712,1,0
1558,Male,67,88295,6,65984,1,378,0,0
1559,Male,65,36091,9,52462,2,382,0,1
1560,Male,50,20002,0,37353,3,436,0,1
1561,Male,60,70411,5,73644,2,838,1,1
1562,Female,32,60958,2,48302,4,605,1,0
1563,Female,29,40707,2,76979,2,610,1,1
1564,Female,57,35248,3,22435,2,687,0,0
1565,Male,37,91309,3,57728,4,848,1,0
1566,Male,47,98322,6,98598,3,805,0,1
1567,Male,55,71720,2,1238,2,687,1,0
1568,Female,20,35037,7,80857,3,592,1,0
1569,Male,45,87421,7,81610,1,478,1,1
1570,Female,43,60612,6,13049,1,728,1,0
1571,Female,47,33450,1,57193,4,823,1,0
1572,Female,30,29491,4,35584,3,611,0,0
1573,Female,30,94804,5,66634,4,379,0,1
1574,Female,19,26791,9,14679,4,313,1,0
1575,Female,54,48314,3,34505,2,353,0,0
1576,Male,66,71883,9,51341,1,746,1,0
1577,Male,55,85629,4,50374,4,364,1,1
1578,Female,19,29967,8,46998,2,671,1,1
1579,Female,53,63220,6,76970,2,802,1,1
1580,Male,43,94163,1,55701,3,395,1,1
1581,Female,28,24947,0,44859,1,832,1,1
1582,Female,25,59419,1,33178,3,559,1,1
1583,Male,61,76131,2,27575,3,547,0,1
1584,Female,57,48876,1,19329,4,426,0,0
1585,Female,60,39971,2,57254,3,798,1,0
1586,Female,39,82539,9,84029,4,345,0,1
1587,Male,37,69228,8,87366,3,567,1,1
1588,Male,25,94495,3,73662,2,841,0,1
1589,Male,46,48261,8,40068,1,393,0,0
1590,Female,57,81260,2,58951,1,615,1,0
1591,Female,43,23346,0,87629,1,370,1,0
1592,Male,47,76176,4,35171,2,748,0,0
1593,Female,34,72300,9,8262,2,666,1,1
1594,Female,37,31340,9,43270,3,709,0,0
1595,Female,69,53012,1,20785,3,390,1,0
1596,Female,33,55393,3,39469,3,808,0,0
1597,Female,63,95133,1,68831,3,827,0,1
1598,Male,60,45557,1,81223,1,409,0,1
1599,Female,24,84204,2,45643,3,388,1,1
1600,Male,33,93273,4,67657,2,571,0,0
1601,Female,62,37276,3,3582,2,546,1,0
1602,Male,64,74639,1,30280,2,660,1,0
1603,Female,65,27310,9,42589,4,677,1,1
1604,Male,44,55167,1,40000,4,505,1,1
1605,Female,40,30391,5,97208,4,644,1,0
1606,Male,41,70621,6,1085,3,754,0,0
1607,Female,26,30892,9,81427,1,366,1,1
1608,Male,52,96733,5,15600,1,342,1,0
1609,Female,68,98586,6,97994,3,528,0,0
1610,Male,37,56142,0,59801,3,743,0,0
1611,Male,54,65679,5,61739,4,533,1,1
1612,Female,59,61615,2,74181,2,498,1,1
1613,Female,34,67553,0,41596,2,796,1,1
1614,Male,64,99071,7,70410,4,331,0,1
1615,Female,48,61002,3,79303,4,563,1,1
1616,Male,25,90658,9,52188,1,412,1,1
1617,Male,32,29852,7,26825,4,758,0,1
1618,Male,48,25387,9,10913,2,575,0,1
1619,Female,47,59994,3,81751,2,445,0,1
1620,Male,63,53725,3,84269,3,656,1,0
1621,Male,37,92682,9,14332,1,305,1,0
1622,Female,56,20560,3,54895,3,639,1,0
1623,Female,29,76565,5,4432,1,793,0,0
1624,Female,66,21312,8,88095,3,407,0,1
1625,Female,34,38205,4,26570,1,370,1,0
1626,Male,59,31595,9,6103,4,639,0,0
1627,Male,47,41329,7,15900,2,399,0,0
1628,Male,46,88187,7,58415,4,626,0,1
1629,Male,36,95542,3,67567,1,332,0,0
1630,Female,63,55645,9,62713,1,442,1,0
1631,Male,28,89619,8,83169,3,543,1,0
1632,Male,51,53513,8,58639,1,516,0,1
1633,Female,67,28749,4,88728,4,733,0,0
1634,Male,24,50783,5,85476,1,353,0,1
1635,Male,61,80645,4,8988,1,450,0,1
1636,Male,51,73175,2,78488,3,354,0,0
1637,Male,37,82709,7,92905,1,816,1,1
1638,Male,67,37323,8,2977,3,747,0,1
1639,Male,55,70762,3,54641,2,334,1,0
1640,Female,41,84222,8,1268,3,418,1,1
1641,Female,27,54493,8,54431,1,496,0,0
1642,Male,49,78328,6,16756,2,813,1,0
1643,Male,69,32213,7,20764,1,721,0,0
1644,Female,32,66930,2,59912,3,816,0,1
1645,Male,54,47713,4,40385,4,438,0,0
1646,Male,37,92723,2,15032,2,343,1,0
1647,Male,20,52583,6,95014,4,518,1,0
1648,Female,54,99944,5,45702,4,557,1,1
1649,Male,57,42369,2,11885,2,812,0,0
1650,Female,25,67928,8,9796,4,676,1,1
1651,Male,57,88950,0,32863,4,588,1,1
1652,Female,61,39510,9,81014,4,769,1,0
1653,Female,40,32120,2,32117,4,402,0,1
1654,Male,57,25295,9,20753,2,448,1,0
1655,Female,28,40460,6,20325,1,383,0,1
1656,Male,63,34963,2,7021,4,325,1,0
1657,Female,25,97116,2,80721,2,474,1,0
1658,Male,46,47328,1,53096,2,721,1,1
1659,Male,47,41605,8,71404,2,645,0,0
1660,Female,27,64813,3,13071,2,601,0,0
1661,Male,56,66371,9,64649,3,597,1,1
1662,Male,45,67598,5,8041,1,434,1,1
1663,Female,66,80776,1,82051,1,354,0,1
1664,Male,53,92258,8,40058,4,355,0,1
1665,Male,30,60969,6,48263,2,673,1,1
1666,Female,49,56912,9,91502,3,638,1,0
1667,Female,53,58374,4,44470,2,756,0,0
1668,Male,54,92302,6,87826,4,654,1,0
1669,Male,43,82784,3,96238,1,431,0,1
1670,Female,39,69882,9,28223,4,792,1,1
1671,Female,21,35928,6,33575,4,409,1,0
1672,Male,48,41274,1,45799,4,425,1,1
1673,Female,35,54416,6,21661,4,595,1,0
1674,Male,55,80998,3,81975,4,478,0,0
1675,Male,41,49047,3,36432,4,496,1,1
1676,Male,40,63356,0,99047,4,400,1,1
1677,Male,39,57134,2,31147,1,482,1,1
1678,Male,19,87042,4,29114,1,308,1,1
1679,Female,48,71310,4,6030,2,712,1,1
1680,Female,28,32363,1,90051,2,403,1,1
1681,Female,45,64563,3,47429,3,425,0,0
1682,Female,63,50628,0,47743,3,845,1,1
1683,Male,49,89672,8,95869,1,569,0,0
1684,Male,22,66246,0,65615,1,765,0,0
1685,Male,55,31161,5,47577,3,417,0,0
1686,Male,27,22810,6,94584,1,391,0,1
1687,Female,57,79860,2,2966,3,784,1,0
1688,Male,63,97199,0,3728,2,386,1,1
1689,Male,41,91688,6,37304,1,533,1,1
1690,Female,52,85548,2,49277,1,423,0,1
1691,Female,61,82363,9,90330,3,502,1,1
1692,Female,65,31162,5,947,4,331,0,1
1693,Female,40,93535,5,78101,4,656,0,0
1694,Male,34,27219,3,81380,2,762,1,1
1695,Male,18,90864,5,66130,1,393,0,0
1696,Female,48,23621,9,21414,1,821,0,1
1697,Male,48,64433,3,96226,3,707,0,1
1698,Male,59,96850,7,82060,4,399,0,1
1699,Male,59,86188,8,93005,4,543,1,0
1700,Female,51,74951,1,19439,2,357,0,0
1701,Male,26,56558,6,91742,4,656,0,0
1702,Female,39,35659,8,58220,4,790,0,0
1703,Male,30,54413,8,46785,4,619,1,1
1704,Male,42,30435,4,36973,3,318,1,1
1705,Male,65,73911,0,87091,4,656,0,0
1706,Female,35,48067,5,73318,2,416,1,0
1707,Male,68,89224,7,68196,4,435,1,0
1708,Female,29,93225,0,6089,2,595,1,0
1709,Female,57,21379,1,70854,3,824,1,1
1710,Female,34,47624,0,62235,3,400,0,1
1711,Male,32,77745,4,92141,2,679,0,1
1712,Male,59,71805,1,29400,3,454,1,0
1713,Male,32,32516,9,15405,1,404,1,0
1714,Male,32,99422,9,52763,1,825,1,1
1715,Female,56,44843,3,30209,1,427,1,0
1716,Female,30,25912,0,73598,1,700,1,0
1717,Female,34,41514,6,17424,1,828,1,0
1718,Male,49,77032,7,89523,3,849,1,1
1719,Female,26,48797,4,20556,2,423,0,0
1720,Male,57,26449,1,93137,3,659,0,1
1721,Female,37,21725,7,19330,4,363,1,0
1722,Male,43,29304,0,81266,1,401,1,0
1723,Male,44,93058,6,3236,1,576,0,1
1724,Female,38,33663,0,69216,3,526,0,1
1725,Female,35,90320,5,30312,4,322,1,1
1726,Female,30,95008,5,21191,3,363,0,1
1727,Female,33,95591,4,83457,2,456,0,0
1728,Male,26,32676,1,36640,1,689,1,0
1729,Female,29,45192,1,62293,3,448,0,1
1730,Female,61,44722,8,36688,2,662,1,1
1731,Female,55,27446,4,71229,1,763,0,0
1732,Male,36,24725,4,85802,1,698,1,0
1733,Male,24,77632,6,92024,1,704,0,0
1734,Female,52,86945,5,24122,4,431,0,1
1735,Male,65,93741,1,41224,3,496,1,1
1736,Female,35,36365,0,94540,1,334,0,0
1737,Male,33,85792,4,6331,1,719,0,1
1738,Male,56,84857,3,87102,2,676,1,0
1739,Male,21,35704,2,42262,3,698,0,1
1740,Male,42,70575,1,86314,2,519,0,1
1741,Female,49,49902,9,59592,3,816,1,0
1742,Female,57,21195,1,33926,1,641,1,0
1743,Female,30,73517,3,86287,4,715,1,1
1744,Male,62,54012,1,17528,2,755,1,0
1745,Female,34,31415,3,68,4,596,1,1
1746,Female,66,59534,2,69253,4,630,1,0
1747,Female,54,41686,8,80754,4,638,1,0
1748,Male,23,97198,6,43968,3,597,1,1
1749,Male,36,48743,2,90938,3,611,0,0
1750,Male,30,52161,7,48623,4,354,0,1
1751,Female,43,81313,8,97179,1,833,1,1
1752,Female,31,22402,6,42129,1,404,0,1
1753,Female,48,83190,5,94688,4,474,1,1
1754,Male,21,72551,3,61321,2,593,0,0
1755,Male,56,33275,4,11526,2,674,0,1
1756,Female,25,48182,7,92452,3,749,1,1
1757,Male,42,34915,2,91564,2,744,0,1
1758,Male,30,20909,1,26709,1,359,0,0
1759,Male,49,85908,2,15063,4,691,0,1
1760,Male,55,42620,6,4723,2,689,1,1
1761,Female,55,54112,7,4213,4,511,0,0
1762,Male,45,94051,0,22797,2,834,0,1
1763,Male,47,22431,6,84946,3,539,1,1
1764,Male,20,82175,8,88918,1,787,0,0
1765,Male,45,52624,2,45217,3,421,0,1
1766,Female,20,96121,2,68283,4,552,0,1
1767,Female,62,81264,7,23655,1,440,0,0
1768,Male,51,51958,3,95884,1,751,1,0
1769,Male,33,21695,7,77990,3,452,1,0
1770,Male,39,69932,4,12587,2,607,1,1
1771,Male,49,64225,2,22555,3,616,0,1
1772,Male,55,21403,3,28071,4,828,1,0
1773,Male,25,94391,3,20239,2,595,0,1
1774,Female,25,58636,7,97138,3,644,0,0
1775,Male,23,30839,5,49151,3,581,1,1
1776,Female,31,85546,6,2203,2,507,1,0
1777,Female,49,67829,8,13635,2,395,1,0
1778,Male,52,29230,5,52571,2,751,0,0
1779,Female,27,71977,2,1144,3,672,0,1
1780,Female,20,60232,2,32699,2,372,0,0
1781,Female,29,45651,2,84619,2,632,0,0
1782,Female,66,59963,9,91663,2,692,1,1
1783,Female,48,75872,1,12213,1,405,1,0
1784,Female,46,99198,0,16944,4,400,0,1
1785,Male,22,33739,9,66723,2,658,0,0
1786,Female,69,83294,0,68669,4,628,1,0
1787,Female,42,68356,3,68947,2,694,1,0
1788,Female,58,21789,2,34457,2,334,0,0
1789,Male,48,39420,4,35191,1,456,1,0
1790,Female,38,57606,8,72264,1,572,0,0
1791,Male,37,58640,7,57924,2,695,0,0
1792,Female,56,64135,8,33744,2,506,0,1
1793,Male,39,57067,4,53424,2,605,0,0
1794,Male,21,78420,7,88417,4,835,1,1
1795,Female,30,37357,3,78337,2,761,1,1
1796,Female,62,59851,4,76084,4,551,0,1
1797,Male,59,58262,2,32886,1,566,0,1
1798,Female,67,96853,4,99846,4,508,0,1
1799,Male,66,78643,2,84963,2,838,0,1
1800,Male,37,41534,4,972,1,802,0,0
1801,Male,69,52872,4,99219,3,813,1,0
1802,Male,30,27689,5,6621,1,447,0,0
1803,Male,34,89103,8,91549,3,382,1,0
1804,Female,53,57412,0,49738,4,341,0,0
1805,Male,50,67734,9,57694,1,455,0,1
1806,Male,18,89930,5,54777,1,752,0,1
1807,Female,32,42228,0,14530,1,583,0,1
1808,Male,30,97924,5,7354,4,487,1,0
1809,Female,34,31319,1,46529,2,773,1,0
1810,Female,41,26475,7,51714,4,806,1,0
1811,Female,25,34728,2,88759,1,432,0,0
1812,Male,67,49545,9,41232,2,570,1,1
1813,Male,44,81756,5,52079,1,372,0,1
1814,Male,62,88775,5,12550,1,735,0,0
1815,Female,40,58699,3,88196,3,592,1,1
1816,Male,63,56821,4,60385,1,736,0,0
1817,Female,25,50615,1,64736,4,359,0,0
1818,Male,25,33746,9,96565,4,626,1,0
1819,Female,43,42745,9,30268,4,481,1,1
1820,Male,64,21245,7,91876,2,733,0,1
1821,Male,30,44853,9,4290,3,818,1,1
1822,Male,56,47632,6,55034,3,382,1,0
1823,Female,54,32856,9,30138,1,327,1,0
1824,Female,66,76893,5,71982,1,565,0,0
1825,Male,45,90641,6,13432,3,582,0,1
1826,Male,42,88049,0,67058,2,696,1,0
1827,Female,33,78182,4,58175,4,682,0,0
1828,Female,19,22801,6,33329,1,618,0,1
1829,Female,35,99431,0,69076,3,492,1,0
1830,Male,34,59749,1,12328,2,526,1,1
1831,Female,47,93757,8,34247,4,750,1,1
1832,Male,56,75654,2,6677,1,481,0,0
1833,Female,30,91574,5,61810,4,626,0,0
1834,Male,49,75381,6,50357,4,502,0,0
1835,Female,67,78601,8,55812,3,701,0,0
1836,Female,46,35082,4,41616,3,771,1,1
1837,Female,63,34648,3,61284,4,478,1,1
1838,Female,47,20364,1,49741,4,317,1,1
1839,Female,35,54568,2,53478,1,762,1,1
1840,Male,30,99646,4,54056,2,845,1,1
1841,Female,60,91494,1,91483,2,702,0,1
1842,Female,38,94632,3,45534,4,692,1,1
1843,Female,47,27436,0,79056,3,599,0,0
1844,Male,38,46754,3,64162,2,650,0,0
1845,Female,65,80194,6,44711,4,486,1,0
1846,Male,34,44544,2,22805,3,646,0,0
1847,Female,57,80180,9,95980,1,708,0,0
1848,Female,36,83295,7,20143,2,370,1,0
1849,Male,69,32638,5,75828,1,626,0,1
1850,Female,32,85715,5,62473,3,511,1,0
1851,Male,26,89409,0,16017,4,608,1,0
